analysis,term,coef_log_odds,cluster_robust_se_by_player,z,p_value,odds_ratio,or_ci_low_95,or_ci_high_95
linear_recent_s4_density_prev5,log_player_lifetime_days,-0.4033318291861169,0.06367418578423814,-6.334306818666181,2.3841067052135973e-10,0.6680903706536263,0.5897047840505584,0.7568952388248429
linear_recent_s4_density_prev5,log_prior_session_count,0.618503386304785,0.05393855508304995,11.46681414347245,1.9365832015156378e-30,1.8561480255046627,1.6699335218184768,2.0631273326575954
linear_recent_s4_density_prev5,log_prior_s4_count,-0.07766657686137887,0.08125154098109569,-0.9558782014909611,0.33913377323311183,0.9252728825060703,0.7890547276890382,1.0850070052916378
linear_recent_s4_density_prev5,prior_s4_share,0.24389989039227183,0.05496159952392591,4.437641780896446,9.09498137212299e-06,1.2762165625547088,1.1458825834551487,1.4213748756245999
linear_recent_s4_density_prev5,is_update_window_2023_01_31_to_2023_02_07,-0.9185639716978976,0.10614434956421273,-8.65391304830792,4.976312783748219e-18,0.3990917368116579,0.32413120325422007,0.4913880946735786
linear_recent_s4_density_prev5,month_2022-09,0.07488539361617522,0.10129158657687011,0.7393051698261706,0.4597217107617838,1.0777606255584473,0.8836925101296059,1.314448128380963
linear_recent_s4_density_prev5,month_2022-10,0.16761025540542718,0.12650435751458916,1.3249366164015137,0.18519217486421363,1.1824756573309554,0.9228041224884358,1.5152172016849623
linear_recent_s4_density_prev5,month_2022-11,-0.14991168230708085,0.14846698870700054,-1.0097307395580806,0.3126243108528294,0.8607839955246791,0.6434525576349667,1.1515209290251578
linear_recent_s4_density_prev5,month_2022-12,0.06465434017408471,0.16310000297559155,0.396409190647044,0.6918031871048681,1.066790214126717,0.7748997090670715,1.4686305177822996
linear_recent_s4_density_prev5,month_2023-01,-0.28554970563147963,0.14409356940310813,-1.981696385302537,0.04751323202920167,0.7516009814484493,0.5666728637356937,0.9968785722157917
linear_recent_s4_density_prev5,month_2023-02,-0.0015207663343843162,0.12083942966114342,-0.012585017478556728,0.9899588739138431,0.9984803894447734,0.787914223504249,1.265319318227043
linear_recent_s4_density_prev5,month_2023-03,0.8371578828215991,0.15917798417754664,5.2592567191191195,1.4463884568564402e-07,2.3097929369259247,1.6907446172704141,3.1554992735012193
