pid,transition_index_from_prev,from_session_id,to_session_id,from_state,to_state,transition_gap_days,is_update_window_2023_01_31_to_2023_02_07,is_minimal_cluster_purchase_anomaly
p10021,41,p10021_s0042,p10021_s0043,1,4,0.3554976851851852,True,False
p10021,42,p10021_s0043,p10021_s0044,4,4,0.00024305555555555555,True,False
p10021,43,p10021_s0044,p10021_s0045,4,4,0.006377314814814815,True,False
p10023,0,p10023_s0001,p10023_s0002,3,1,0.0008912037037037037,False,False
p10023,1,p10023_s0002,p10023_s0003,1,1,0.07586805555555555,False,False
p10023,2,p10023_s0003,p10023_s0004,1,1,0.4839236111111111,False,False
p10023,3,p10023_s0004,p10023_s0005,1,1,0.002337962962962963,False,False
p10023,4,p10023_s0005,p10023_s0006,1,1,0.13802083333333334,False,False
p10023,5,p10023_s0006,p10023_s0007,1,2,0.7394907407407407,False,False
p10023,6,p10023_s0007,p10023_s0008,2,1,0.09739583333333333,False,False
p10023,7,p10023_s0008,p10023_s0009,1,1,0.020543981481481483,False,False
p10024,0,p10024_s0001,p10024_s0002,3,1,0.0015162037037037036,True,False
p10024,1,p10024_s0002,p10024_s0003,1,2,0.07296296296296297,True,False
p10024,2,p10024_s0003,p10024_s0004,2,1,0.19140046296296295,True,False
p10024,3,p10024_s0004,p10024_s0005,1,1,0.11047453703703704,True,False
p10024,4,p10024_s0005,p10024_s0006,1,1,0.4426041666666667,True,False
p10024,5,p10024_s0006,p10024_s0007,1,2,0.407650462962963,True,False
p10027,0,p10027_s0001,p10027_s0002,0,3,1.9464699074074074,False,False
p10029,0,p10029_s0001,p10029_s0002,3,1,0.11190972222222222,False,False
p10032,0,p10032_s0001,p10032_s0002,3,1,0.08208333333333333,False,False
p10032,1,p10032_s0002,p10032_s0003,1,1,0.8864583333333333,False,False
p10032,2,p10032_s0003,p10032_s0004,1,3,0.7510532407407408,False,False
p10032,3,p10032_s0004,p10032_s0005,3,2,0.16927083333333334,False,False
p10032,4,p10032_s0005,p10032_s0006,2,2,1.0490046296296296,False,False
p10032,5,p10032_s0006,p10032_s0007,2,2,0.9539120370370371,False,False
p10032,6,p10032_s0007,p10032_s0008,2,3,0.4459722222222222,False,False
p10032,7,p10032_s0008,p10032_s0009,3,3,0.11296296296296296,False,False
p10032,8,p10032_s0009,p10032_s0010,3,3,0.28501157407407407,False,False
p10032,9,p10032_s0010,p10032_s0011,3,2,0.9649768518518519,False,False
p10032,10,p10032_s0011,p10032_s0012,2,4,1.9536921296296297,False,False
p10032,11,p10032_s0012,p10032_s0013,4,1,0.5533564814814815,False,False
p10032,12,p10032_s0013,p10032_s0014,1,2,0.19155092592592593,False,False
p10032,13,p10032_s0014,p10032_s0015,2,2,0.1822337962962963,False,False
p10032,14,p10032_s0015,p10032_s0016,2,2,2.6713541666666667,False,False
p10032,15,p10032_s0016,p10032_s0017,2,1,0.06791666666666667,False,False
p10032,16,p10032_s0017,p10032_s0018,1,3,0.045856481481481484,False,False
p10032,17,p10032_s0018,p10032_s0019,3,2,1.178773148148148,False,False
p10032,18,p10032_s0019,p10032_s0020,2,2,2.59587962962963,False,False
p10032,19,p10032_s0020,p10032_s0021,2,1,2.2874074074074073,False,False
p10032,20,p10032_s0021,p10032_s0022,1,1,0.7328703703703704,False,False
p10032,21,p10032_s0022,p10032_s0023,1,2,1.2044675925925925,False,False
p10032,22,p10032_s0023,p10032_s0024,2,2,2.566238425925926,False,False
p10032,23,p10032_s0024,p10032_s0025,2,2,1.0819675925925927,False,False
p10032,24,p10032_s0025,p10032_s0026,2,1,0.04003472222222222,False,False
p10032,25,p10032_s0026,p10032_s0027,1,1,0.026504629629629628,False,False
p10032,26,p10032_s0027,p10032_s0028,1,1,0.016944444444444446,False,False
p10032,27,p10032_s0028,p10032_s0029,1,2,0.6511689814814815,False,False
p10032,28,p10032_s0029,p10032_s0030,2,1,0.24481481481481482,False,False
p10032,29,p10032_s0030,p10032_s0031,1,1,0.6966782407407407,False,False
p10032,30,p10032_s0031,p10032_s0032,1,2,0.024814814814814814,False,False
p10032,31,p10032_s0032,p10032_s0033,2,1,0.13010416666666666,False,False
p10032,32,p10032_s0033,p10032_s0034,1,2,0.031712962962962964,False,False
p10032,33,p10032_s0034,p10032_s0035,2,1,1.0721180555555556,False,False
p10032,34,p10032_s0035,p10032_s0036,1,1,1.007986111111111,False,False
p10032,35,p10032_s0036,p10032_s0037,1,2,0.9589583333333334,False,False
p10032,36,p10032_s0037,p10032_s0038,2,2,0.5400925925925926,False,False
p10032,37,p10032_s0038,p10032_s0039,2,2,0.30645833333333333,False,False
p10032,38,p10032_s0039,p10032_s0040,2,2,1.0451967592592593,False,False
p10032,39,p10032_s0040,p10032_s0041,2,2,1.8103703703703704,False,False
p10032,40,p10032_s0041,p10032_s0042,2,2,1.1165740740740742,False,False
p10032,41,p10032_s0042,p10032_s0043,2,1,0.8813657407407407,False,False
p10032,42,p10032_s0043,p10032_s0044,1,1,1.0324074074074074,False,False
p10032,43,p10032_s0044,p10032_s0045,1,2,0.4790625,False,False
p10032,44,p10032_s0045,p10032_s0046,2,2,0.12056712962962964,False,False
p10032,45,p10032_s0046,p10032_s0047,2,2,0.01675925925925926,False,False
p10032,46,p10032_s0047,p10032_s0048,2,2,0.021435185185185186,False,False
p10032,47,p10032_s0048,p10032_s0049,2,1,0.15670138888888888,False,False
p10032,48,p10032_s0049,p10032_s0050,1,2,0.04604166666666667,False,False
p10032,49,p10032_s0050,p10032_s0051,2,2,1.972002314814815,False,False
p10032,50,p10032_s0051,p10032_s0052,2,2,0.8356134259259259,False,False
p10032,51,p10032_s0052,p10032_s0053,2,2,0.09033564814814815,False,False
p10032,52,p10032_s0053,p10032_s0054,2,1,0.9724189814814815,False,False
p10032,53,p10032_s0054,p10032_s0055,1,4,0.931400462962963,False,False
p10032,54,p10032_s0055,p10032_s0056,4,2,0.00019675925925925926,False,False
p10032,55,p10032_s0056,p10032_s0057,2,3,0.02574074074074074,False,False
p10032,56,p10032_s0057,p10032_s0058,3,2,1.5114583333333333,False,False
p10032,57,p10032_s0058,p10032_s0059,2,3,0.04431712962962963,False,False
p10032,58,p10032_s0059,p10032_s0060,3,2,0.0171875,False,False
p10032,59,p10032_s0060,p10032_s0061,2,1,0.25469907407407405,False,False
p10032,60,p10032_s0061,p10032_s0062,1,1,1.046574074074074,False,False
